TransactionID,CustomerID,MerchantID,TransactionDate,Amount,PaymentType,IsFraud,Name,Gender,AgeGroup,Region,SignupDate,MerchantName,Category,City,Country
TXN000021,CUST0211,MERCH0197,2024-08-30 17:43:09.310,30551.90,Wallet,0,Customer_211,Male,60+,South,2024-10-14 17:43:09.290,Merchant_197,Grocery,Hyderabad,India
TXN000022,CUST0391,MERCH0131,2025-05-14 17:43:09.310,8582.82,Net Banking,0,Customer_391,Male,36-45,North,2024-10-19 17:43:09.293,Merchant_131,Electronics,Hyderabad,India
TXN000023,CUST0499,MERCH0037,2024-10-06 17:43:09.310,45266.18,Wallet,0,Customer_499,Male,26-35,South,2024-11-14 17:43:09.293,Merchant_37,Grocery,Chennai,India
TXN000024,CUST0540,MERCH0037,2024-10-09 17:43:09.310,10112.12,Net Banking,0,Customer_540,Female,46-60,East,2022-12-27 17:43:09.293,Merchant_37,Grocery,Chennai,India
TXN000025,CUST0563,MERCH0229,2024-08-25 17:43:09.310,49480.39,Credit Card,0,Customer_563,Male,46-60,South,2022-02-18 17:43:09.293,Merchant_229,Clothing,Hyderabad,India
TXN000026,CUST0491,MERCH0131,2024-11-06 17:43:09.310,464.79,Wallet,1,Customer_491,Female,46-60,South,2021-11-06 17:43:09.293,Merchant_131,Electronics,Hyderabad,India
TXN000027,CUST0442,MERCH0191,2025-05-24 17:43:09.310,13247.82,UPI,0,Customer_442,Female,36-45,East,2023-12-16 17:43:09.293,Merchant_191,Books,Pune,India
TXN000028,CUST0261,MERCH0035,2024-07-25 17:43:09.310,10073.03,Debit Card,0,Customer_261,Male,26-35,South,2023-03-25 17:43:09.293,Merchant_35,Beauty,Mumbai,India
TXN000029,CUST0350,MERCH0180,2024-12-13 17:43:09.310,798.27,Debit Card,0,Customer_350,Male,36-45,North,2022-05-19 17:43:09.293,Merchant_180,Beauty,Ahmedabad,India
TXN000030,CUST0352,MERCH0215,2025-06-03 17:43:09.310,36645.16,Credit Card,0,Customer_352,Male,26-35,South,2022-09-23 17:43:09.293,Merchant_215,Home Decor,Mumbai,India
TXN000031,CUST0520,MERCH0124,2024-12-08 17:43:09.310,34701.95,Debit Card,0,Customer_520,Female,18-25,East,2024-11-11 17:43:09.293,Merchant_124,Home Decor,Kolkata,India
TXN000032,CUST0320,MERCH0156,2024-09-28 17:43:09.310,39638.31,Debit Card,0,Customer_320,Female,36-45,West,2022-03-19 17:43:09.293,Merchant_156,Clothing,Chennai,India
TXN000033,CUST0138,MERCH0222,2025-05-23 17:43:09.310,12909.26,Credit Card,0,Customer_138,Male,60+,West,2021-10-19 17:43:09.290,Merchant_222,Beauty,Ahmedabad,India
TXN000034,CUST0550,MERCH0018,2024-11-17 17:43:09.310,22272.32,Credit Card,0,Customer_550,Male,46-60,North,2022-06-14 17:43:09.293,Merchant_18,Grocery,Chennai,India
TXN000035,CUST0368,MERCH0122,2024-07-11 17:43:09.310,32989.76,Credit Card,0,Customer_368,Female,46-60,North,2024-05-12 17:43:09.293,Merchant_122,Clothing,Ahmedabad,India
TXN000036,CUST0220,MERCH0244,2024-09-24 17:43:09.310,22044.45,UPI,0,Customer_220,Male,36-45,North,2022-07-05 17:43:09.290,Merchant_244,Grocery,Pune,India
TXN000037,CUST0337,MERCH0164,2025-06-10 17:43:09.310,34896.56,Credit Card,0,Customer_337,Male,36-45,North,2022-10-02 17:43:09.293,Merchant_164,Grocery,Pune,India
TXN000038,CUST0223,MERCH0161,2024-12-22 17:43:09.310,31735.27,Credit Card,0,Customer_223,Female,18-25,North,2022-11-02 17:43:09.290,Merchant_161,Home Decor,Pune,India
TXN000039,CUST0360,MERCH0192,2024-10-14 17:43:09.310,5820.93,Credit Card,0,Customer_360,Male,18-25,North,2024-05-15 17:43:09.293,Merchant_192,Electronics,Kolkata,India
TXN000040,CUST0329,MERCH0154,2025-02-06 17:43:09.310,39074.05,Wallet,0,Customer_329,Female,18-25,South,2021-07-17 17:43:09.293,Merchant_154,Electronics,Pune,India
TXN000041,CUST0463,MERCH0048,2025-02-12 17:43:09.310,36061.75,Wallet,0,Customer_463,Female,46-60,North,2022-01-30 17:43:09.293,Merchant_48,Beauty,Hyderabad,India
TXN000042,CUST0561,MERCH0168,2024-08-25 17:43:09.310,32826.14,UPI,0,Customer_561,Female,36-45,East,2022-07-23 17:43:09.293,Merchant_168,Clothing,Kolkata,India
TXN000043,CUST0382,MERCH0017,2025-04-10 17:43:09.310,7839.17,UPI,0,Customer_382,Female,36-45,West,2022-08-06 17:43:09.293,Merchant_17,Home Decor,Hyderabad,India
TXN000044,CUST0590,MERCH0168,2024-09-09 17:43:09.310,13473.02,Debit Card,0,Customer_590,Male,18-25,South,2022-07-20 17:43:09.293,Merchant_168,Clothing,Kolkata,India
TXN000045,CUST0169,MERCH0135,2025-04-27 17:43:09.310,19719.53,Wallet,0,Customer_169,Male,60+,East,2021-07-11 17:43:09.290,Merchant_135,Grocery,Pune,India
TXN000046,CUST0217,MERCH0057,2025-02-19 17:43:09.310,14068.49,UPI,0,Customer_217,Female,60+,West,2022-05-09 17:43:09.290,Merchant_57,Clothing,Ahmedabad,India
TXN000047,CUST0378,MERCH0008,2024-07-22 17:43:09.310,11467.73,UPI,0,Customer_378,Male,26-35,South,2022-09-29 17:43:09.293,Merchant_8,Beauty,Chennai,India
TXN000048,CUST0119,MERCH0128,2024-09-03 17:43:09.310,40287.35,Debit Card,0,Customer_119,Female,60+,East,2024-03-29 17:43:09.290,Merchant_128,Books,Kolkata,India
TXN000049,CUST0190,MERCH0117,2024-10-14 17:43:09.310,31947.79,Credit Card,0,Customer_190,Female,60+,South,2022-08-15 17:43:09.290,Merchant_117,Home Decor,Hyderabad,India
TXN000050,CUST0370,MERCH0056,2024-11-28 17:43:09.310,28317.06,Net Banking,1,Customer_370,Male,18-25,East,2022-04-02 17:43:09.293,Merchant_56,Electronics,Delhi,India
TXN000051,CUST0149,MERCH0126,2025-05-05 17:43:09.310,11375.04,Debit Card,0,Customer_149,Male,46-60,North,2024-03-20 17:43:09.290,Merchant_126,Grocery,Hyderabad,India
TXN000052,CUST0488,MERCH0159,2025-01-04 17:43:09.310,45912.02,Net Banking,0,Customer_488,Female,46-60,South,2021-12-21 17:43:09.293,Merchant_159,Beauty,Chennai,India
TXN000053,CUST0374,MERCH0059,2025-03-20 17:43:09.310,9640.03,Debit Card,0,Customer_374,Female,46-60,South,2023-12-31 17:43:09.293,Merchant_59,Clothing,Delhi,India
TXN000054,CUST0160,MERCH0058,2025-05-20 17:43:09.310,39768.05,Debit Card,0,Customer_160,Female,60+,North,2024-04-19 17:43:09.290,Merchant_58,Home Decor,Kolkata,India
TXN000055,CUST0351,MERCH0140,2024-10-08 17:43:09.310,48336.97,Credit Card,0,Customer_351,Female,46-60,South,2024-12-23 17:43:09.293,Merchant_140,Home Decor,Ahmedabad,India
TXN000056,CUST0288,MERCH0176,2025-01-29 17:43:09.310,36381.93,UPI,0,Customer_288,Male,36-45,West,2022-10-13 17:43:09.293,Merchant_176,Electronics,Kolkata,India
TXN000057,CUST0288,MERCH0159,2025-02-27 17:43:09.310,49643.65,Wallet,0,Customer_288,Male,36-45,West,2022-10-13 17:43:09.293,Merchant_159,Beauty,Chennai,India
TXN000058,CUST0226,MERCH0108,2025-01-01 17:43:09.310,32587.45,Debit Card,0,Customer_226,Female,18-25,West,2023-08-28 17:43:09.290,Merchant_108,Electronics,Kolkata,India
TXN000059,CUST0523,MERCH0211,2024-08-31 17:43:09.310,10951.27,Credit Card,0,Customer_523,Female,60+,East,2021-06-13 17:43:09.293,Merchant_211,Books,Kolkata,India
TXN000060,CUST0522,MERCH0191,2024-08-02 17:43:09.310,10270.59,Net Banking,0,Customer_522,Male,26-35,South,2023-05-21 17:43:09.293,Merchant_191,Books,Pune,India
TXN000061,CUST0273,MERCH0074,2025-02-28 17:43:09.310,16295.76,UPI,1,Customer_273,Female,60+,North,2021-07-15 17:43:09.293,Merchant_74,Books,Hyderabad,India
TXN000062,CUST0402,MERCH0167,2025-04-17 17:43:09.310,455.79,Debit Card,0,Customer_402,Female,26-35,East,2023-02-24 17:43:09.293,Merchant_167,Home Decor,Pune,India
TXN000063,CUST0183,MERCH0204,2024-11-21 17:43:09.310,34116.75,Net Banking,0,Customer_183,Female,26-35,East,2021-09-03 17:43:09.290,Merchant_204,Beauty,Kolkata,India
TXN000064,CUST0488,MERCH0148,2024-08-30 17:43:09.310,13506.52,Debit Card,0,Customer_488,Female,46-60,South,2021-12-21 17:43:09.293,Merchant_148,Electronics,Pune,India
TXN000065,CUST0124,MERCH0101,2025-02-25 17:43:09.310,40777.64,Wallet,0,Customer_124,Male,46-60,North,2024-11-07 17:43:09.290,Merchant_101,Home Decor,Ahmedabad,India
TXN000066,CUST0414,MERCH0048,2024-10-27 17:43:09.310,18022.72,Wallet,0,Customer_414,Male,36-45,West,2024-12-10 17:43:09.293,Merchant_48,Beauty,Hyderabad,India
TXN000067,CUST0172,MERCH0233,2025-04-14 17:43:09.310,24049.83,UPI,0,Customer_172,Male,36-45,East,2022-05-14 17:43:09.290,Merchant_233,Electronics,Bangalore,India
TXN000068,CUST0288,MERCH0071,2025-06-22 17:43:09.310,48287.88,Net Banking,1,Customer_288,Male,36-45,West,2022-10-13 17:43:09.293,Merchant_71,Books,Kolkata,India
TXN000069,CUST0435,MERCH0116,2025-06-07 17:43:09.310,12184.39,Wallet,0,Customer_435,Female,36-45,North,2022-01-06 17:43:09.293,Merchant_116,Books,Ahmedabad,India
TXN000070,CUST0113,MERCH0182,2024-12-20 17:43:09.310,36090.58,Credit Card,0,Customer_113,Female,18-25,West,2022-12-25 17:43:09.290,Merchant_182,Beauty,Mumbai,India
TXN000071,CUST0122,MERCH0122,2024-11-15 17:43:09.310,37780.38,UPI,0,Customer_122,Male,18-25,South,2023-04-20 17:43:09.290,Merchant_122,Clothing,Ahmedabad,India
TXN000072,CUST0544,MERCH0078,2025-03-17 17:43:09.310,11127.81,Debit Card,0,Customer_544,Female,18-25,East,2021-08-17 17:43:09.293,Merchant_78,Electronics,Pune,India
TXN000073,CUST0222,MERCH0203,2024-07-19 17:43:09.310,25099.74,Net Banking,0,Customer_222,Male,46-60,North,2024-05-21 17:43:09.290,Merchant_203,Home Decor,Mumbai,India
TXN000074,CUST0039,MERCH0199,2025-03-21 17:43:09.310,17575.08,Net Banking,0,Customer_39,Male,60+,South,2023-02-26 17:43:09.290,Merchant_199,Home Decor,Hyderabad,India
TXN000075,CUST0497,MERCH0029,2024-08-14 17:43:09.310,38618.12,Credit Card,0,Customer_497,Male,26-35,North,2021-10-27 17:43:09.293,Merchant_29,Grocery,Hyderabad,India
TXN000076,CUST0233,MERCH0202,2024-06-30 17:43:09.310,31161.92,Wallet,0,Customer_233,Female,60+,North,2021-09-02 17:43:09.290,Merchant_202,Books,Bangalore,India
TXN000077,CUST0530,MERCH0093,2025-04-06 17:43:09.310,23851.55,Net Banking,0,Customer_530,Female,18-25,East,2022-02-01 17:43:09.293,Merchant_93,Clothing,Delhi,India
TXN000078,CUST0149,MERCH0073,2024-12-29 17:43:09.310,38990.23,Credit Card,0,Customer_149,Male,46-60,North,2024-03-20 17:43:09.290,Merchant_73,Home Decor,Chennai,India
TXN000079,CUST0397,MERCH0100,2025-01-27 17:43:09.310,11834.26,Credit Card,0,Customer_397,Female,36-45,West,2022-11-05 17:43:09.293,Merchant_100,Clothing,Pune,India
TXN000080,CUST0302,MERCH0176,2025-05-03 17:43:09.310,37705.73,Debit Card,0,Customer_302,Male,60+,South,2024-11-24 17:43:09.293,Merchant_176,Electronics,Kolkata,India
TXN000081,CUST0360,MERCH0074,2024-12-20 17:43:09.310,43282.18,Credit Card,0,Customer_360,Male,18-25,North,2024-05-15 17:43:09.293,Merchant_74,Books,Hyderabad,India
TXN000082,CUST0238,MERCH0211,2025-06-06 17:43:09.310,43943.22,UPI,0,Customer_238,Female,60+,North,2022-07-09 17:43:09.290,Merchant_211,Books,Kolkata,India
TXN000083,CUST0236,MERCH0184,2025-04-21 17:43:09.310,39205.31,Net Banking,0,Customer_236,Female,36-45,East,2022-04-01 17:43:09.290,Merchant_184,Beauty,Mumbai,India
TXN000084,CUST0203,MERCH0095,2024-12-25 17:43:09.310,20459.91,UPI,0,Customer_203,Male,60+,East,2021-08-19 17:43:09.290,Merchant_95,Clothing,Delhi,India
TXN000085,CUST0256,MERCH0017,2025-06-18 17:43:09.310,49092.22,Credit Card,0,Customer_256,Male,60+,North,2021-08-31 17:43:09.293,Merchant_17,Home Decor,Hyderabad,India
TXN000086,CUST0598,MERCH0137,2025-04-23 17:43:09.310,19041.72,Credit Card,0,Customer_598,Male,26-35,South,2023-12-22 17:43:09.293,Merchant_137,Clothing,Hyderabad,India
TXN000087,CUST0235,MERCH0237,2024-10-07 17:43:09.310,31967.41,UPI,0,Customer_235,Female,60+,North,2024-08-24 17:43:09.290,Merchant_237,Books,Bangalore,India
TXN000088,CUST0345,MERCH0097,2024-11-15 17:43:09.310,8137.60,Debit Card,0,Customer_345,Male,18-25,North,2022-10-28 17:43:09.293,Merchant_97,Beauty,Bangalore,India
TXN000089,CUST0534,MERCH0162,2025-02-25 17:43:09.310,49024.40,Credit Card,1,Customer_534,Male,18-25,South,2022-01-06 17:43:09.293,Merchant_162,Books,Kolkata,India
TXN000090,CUST0466,MERCH0173,2025-05-21 17:43:09.310,35228.90,UPI,0,Customer_466,Male,46-60,East,2021-11-08 17:43:09.293,Merchant_173,Beauty,Delhi,India
TXN000091,CUST0541,MERCH0216,2025-02-25 17:43:09.310,37693.54,UPI,0,Customer_541,Male,26-35,East,2023-01-09 17:43:09.293,Merchant_216,Beauty,Ahmedabad,India
TXN000092,CUST0213,MERCH0009,2024-08-14 17:43:09.310,3382.26,Net Banking,0,Customer_213,Male,46-60,North,2022-10-18 17:43:09.290,Merchant_9,Grocery,Ahmedabad,India
TXN000093,CUST0463,MERCH0135,2025-01-23 17:43:09.310,38194.55,Debit Card,0,Customer_463,Female,46-60,North,2022-01-30 17:43:09.293,Merchant_135,Grocery,Pune,India
TXN000094,CUST0436,MERCH0144,2024-08-31 17:43:09.310,38758.70,Wallet,0,Customer_436,Female,36-45,North,2022-10-11 17:43:09.293,Merchant_144,Electronics,Bangalore,India
TXN000095,CUST0283,MERCH0019,2024-08-11 17:43:09.310,33621.46,UPI,0,Customer_283,Female,60+,East,2023-01-31 17:43:09.293,Merchant_19,Home Decor,Mumbai,India
TXN000096,CUST0562,MERCH0231,2025-04-22 17:43:09.310,14666.29,Net Banking,0,Customer_562,Male,26-35,South,2021-07-11 17:43:09.293,Merchant_231,Electronics,Kolkata,India
TXN000097,CUST0463,MERCH0134,2025-02-15 17:43:09.310,24535.53,Wallet,0,Customer_463,Female,46-60,North,2022-01-30 17:43:09.293,Merchant_134,Books,Delhi,India
TXN000098,CUST0407,MERCH0114,2024-07-01 17:43:09.310,5610.68,Net Banking,0,Customer_407,Female,18-25,West,2021-09-05 17:43:09.293,Merchant_114,Clothing,Pune,India
TXN000099,CUST0088,MERCH0243,2025-02-08 17:43:09.310,23632.19,Net Banking,0,Customer_88,Male,60+,South,2021-07-19 17:43:09.290,Merchant_243,Books,Hyderabad,India
TXN000100,CUST0044,MERCH0139,2025-04-07 17:43:09.310,12266.81,Debit Card,0,Customer_44,Female,60+,South,2023-03-24 17:43:09.290,Merchant_139,Clothing,Chennai,India
TXN000101,CUST0461,MERCH0125,2025-05-01 17:43:09.310,17519.94,Credit Card,0,Customer_461,Female,60+,North,2022-10-16 17:43:09.293,Merchant_125,Clothing,Pune,India
TXN000102,CUST0278,MERCH0204,2025-01-30 17:43:09.310,8213.76,Debit Card,0,Customer_278,Female,60+,East,2025-03-09 17:43:09.293,Merchant_204,Beauty,Kolkata,India
TXN000103,CUST0421,MERCH0061,2025-02-17 17:43:09.310,11579.71,Wallet,0,Customer_421,Female,18-25,North,2025-03-18 17:43:09.293,Merchant_61,Beauty,Mumbai,India
TXN000104,CUST0353,MERCH0250,2025-04-20 17:43:09.310,3920.78,Debit Card,0,Customer_353,Male,26-35,West,2021-08-03 17:43:09.293,Merchant_250,Beauty,Hyderabad,India
TXN000105,CUST0515,MERCH0042,2024-07-18 17:43:09.310,46003.08,Credit Card,0,Customer_515,Female,36-45,North,2023-03-05 17:43:09.293,Merchant_42,Beauty,Mumbai,India
TXN000106,CUST0019,MERCH0013,2024-10-21 17:43:09.310,26567.49,Debit Card,0,Customer_19,Female,46-60,West,2023-01-03 17:43:09.290,Merchant_13,Beauty,Chennai,India
TXN000107,CUST0023,MERCH0140,2024-08-12 17:43:09.310,19897.42,Debit Card,0,Customer_23,Female,26-35,East,2025-03-09 17:43:09.290,Merchant_140,Home Decor,Ahmedabad,India
TXN000108,CUST0413,MERCH0085,2025-01-02 17:43:09.310,26797.96,Debit Card,0,Customer_413,Female,60+,South,2023-01-16 17:43:09.293,Merchant_85,Clothing,Hyderabad,India
TXN000109,CUST0030,MERCH0202,2025-04-17 17:43:09.310,31451.83,UPI,0,Customer_30,Female,60+,East,2022-10-17 17:43:09.290,Merchant_202,Books,Bangalore,India
TXN000110,CUST0108,MERCH0020,2025-06-11 17:43:09.310,46101.75,UPI,0,Customer_108,Female,26-35,North,2024-04-18 17:43:09.290,Merchant_20,Beauty,Pune,India
TXN000111,CUST0367,MERCH0050,2024-08-03 17:43:09.310,9016.78,Debit Card,0,Customer_367,Female,60+,North,2021-06-13 17:43:09.293,Merchant_50,Electronics,Bangalore,India
TXN000112,CUST0281,MERCH0164,2025-01-19 17:43:09.310,14848.07,Credit Card,0,Customer_281,Female,26-35,East,2023-01-09 17:43:09.293,Merchant_164,Grocery,Pune,India
TXN000113,CUST0128,MERCH0092,2025-04-19 17:43:09.310,48791.89,Credit Card,0,Customer_128,Male,46-60,West,2022-04-30 17:43:09.290,Merchant_92,Beauty,Delhi,India
TXN000114,CUST0229,MERCH0088,2025-03-07 17:43:09.310,18622.53,Credit Card,0,Customer_229,Male,26-35,East,2021-12-19 17:43:09.290,Merchant_88,Beauty,Pune,India
TXN000115,CUST0111,MERCH0069,2024-11-08 17:43:09.310,1225.83,Credit Card,0,Customer_111,Female,60+,East,2024-04-01 17:43:09.290,Merchant_69,Grocery,Ahmedabad,India
TXN000116,CUST0136,MERCH0037,2025-06-07 17:43:09.310,7467.41,Net Banking,0,Customer_136,Male,46-60,South,2023-08-09 17:43:09.290,Merchant_37,Grocery,Chennai,India
TXN000117,CUST0362,MERCH0140,2025-02-13 17:43:09.310,1414.30,Debit Card,0,Customer_362,Male,46-60,South,2024-06-05 17:43:09.293,Merchant_140,Home Decor,Ahmedabad,India
TXN000118,CUST0186,MERCH0250,2024-10-08 17:43:09.310,49497.16,Debit Card,0,Customer_186,Male,36-45,South,2024-06-08 17:43:09.290,Merchant_250,Beauty,Hyderabad,India
TXN000119,CUST0584,MERCH0099,2025-03-09 17:43:09.310,14015.66,Net Banking,0,Customer_584,Female,60+,North,2023-03-15 17:43:09.293,Merchant_99,Electronics,Kolkata,India
TXN000120,CUST0129,MERCH0125,2024-10-25 17:43:09.310,46184.78,Credit Card,0,Customer_129,Female,18-25,East,2023-10-02 17:43:09.290,Merchant_125,Clothing,Pune,India
TXN000121,CUST0261,MERCH0168,2024-09-18 17:43:09.310,49794.73,Wallet,0,Customer_261,Male,26-35,South,2023-03-25 17:43:09.293,Merchant_168,Clothing,Kolkata,India
TXN000122,CUST0515,MERCH0054,2025-06-20 17:43:09.310,30032.08,Wallet,0,Customer_515,Female,36-45,North,2023-03-05 17:43:09.293,Merchant_54,Clothing,Kolkata,India
TXN000123,CUST0449,MERCH0130,2024-09-17 17:43:09.310,1756.50,Net Banking,0,Customer_449,Male,18-25,East,2024-06-23 17:43:09.293,Merchant_130,Electronics,Hyderabad,India
TXN000124,CUST0104,MERCH0178,2024-12-03 17:43:09.310,4171.42,Wallet,0,Customer_104,Female,18-25,North,2021-08-15 17:43:09.290,Merchant_178,Clothing,Kolkata,India
TXN000125,CUST0483,MERCH0041,2024-12-16 17:43:09.310,24131.29,UPI,0,Customer_483,Male,36-45,South,2022-04-26 17:43:09.293,Merchant_41,Clothing,Chennai,India
TXN000126,CUST0224,MERCH0045,2025-05-12 17:43:09.310,20367.98,Debit Card,0,Customer_224,Female,46-60,East,2024-12-26 17:43:09.290,Merchant_45,Clothing,Chennai,India
TXN000127,CUST0491,MERCH0103,2024-07-21 17:43:09.310,30348.25,Wallet,0,Customer_491,Female,46-60,South,2021-11-06 17:43:09.293,Merchant_103,Grocery,Mumbai,India
TXN000128,CUST0473,MERCH0106,2024-10-29 17:43:09.310,21998.51,UPI,0,Customer_473,Male,26-35,East,2022-08-06 17:43:09.293,Merchant_106,Electronics,Mumbai,India
TXN000129,CUST0010,MERCH0137,2025-06-18 17:43:09.310,46710.43,Debit Card,0,Customer_10,Female,18-25,West,2024-02-15 17:43:09.290,Merchant_137,Clothing,Hyderabad,India
TXN000130,CUST0405,MERCH0190,2024-09-12 17:43:09.310,26783.51,UPI,0,Customer_405,Female,18-25,East,2021-09-27 17:43:09.293,Merchant_190,Books,Ahmedabad,India
TXN000131,CUST0302,MERCH0128,2025-02-17 17:43:09.310,34716.93,Debit Card,0,Customer_302,Male,60+,South,2024-11-24 17:43:09.293,Merchant_128,Books,Kolkata,India
TXN000132,CUST0231,MERCH0086,2024-10-01 17:43:09.310,44834.62,Debit Card,0,Customer_231,Female,60+,West,2023-01-17 17:43:09.290,Merchant_86,Grocery,Pune,India
TXN000133,CUST0066,MERCH0047,2024-08-30 17:43:09.310,7428.91,Wallet,0,Customer_66,Female,26-35,West,2023-06-24 17:43:09.290,Merchant_47,Home Decor,Kolkata,India
TXN000134,CUST0112,MERCH0005,2025-04-28 17:43:09.310,11563.76,Net Banking,0,Customer_112,Male,46-60,East,2023-08-27 17:43:09.290,Merchant_5,Clothing,Delhi,India
TXN000135,CUST0013,MERCH0204,2025-01-15 17:43:09.310,5455.20,Wallet,0,Customer_13,Male,26-35,East,2022-07-30 17:43:09.290,Merchant_204,Beauty,Kolkata,India
TXN000136,CUST0393,MERCH0001,2025-06-15 17:43:09.310,7067.96,Credit Card,0,Customer_393,Female,26-35,East,2023-07-21 17:43:09.293,Merchant_1,Clothing,Pune,India
TXN000137,CUST0500,MERCH0044,2024-09-29 17:43:09.310,25677.94,UPI,0,Customer_500,Female,36-45,North,2024-08-15 17:43:09.293,Merchant_44,Clothing,Ahmedabad,India
TXN000138,CUST0598,MERCH0150,2024-12-02 17:43:09.310,16126.85,Credit Card,1,Customer_598,Male,26-35,South,2023-12-22 17:43:09.293,Merchant_150,Books,Kolkata,India
TXN000139,CUST0234,MERCH0038,2024-10-25 17:43:09.310,21216.32,Debit Card,0,Customer_234,Female,60+,East,2023-11-14 17:43:09.290,Merchant_38,Home Decor,Mumbai,India
TXN000140,CUST0314,MERCH0243,2025-02-15 17:43:09.310,49126.24,Wallet,0,Customer_314,Male,60+,North,2024-01-17 17:43:09.293,Merchant_243,Books,Hyderabad,India
TXN000141,CUST0566,MERCH0019,2024-10-27 17:43:09.310,7919.55,Credit Card,0,Customer_566,Female,26-35,East,2024-02-17 17:43:09.293,Merchant_19,Home Decor,Mumbai,India
TXN000142,CUST0012,MERCH0208,2024-09-07 17:43:09.310,27086.52,Credit Card,0,Customer_12,Male,46-60,West,2021-06-21 17:43:09.290,Merchant_208,Books,Delhi,India
TXN000143,CUST0209,MERCH0159,2025-05-21 17:43:09.310,5033.67,Credit Card,0,Customer_209,Female,36-45,East,2022-10-15 17:43:09.290,Merchant_159,Beauty,Chennai,India
TXN000144,CUST0014,MERCH0115,2024-07-04 17:43:09.310,15992.97,Debit Card,0,Customer_14,Male,26-35,North,2022-01-11 17:43:09.290,Merchant_115,Electronics,Ahmedabad,India
