TransactionID,CustomerID,MerchantID,TransactionDate,Amount,PaymentType,IsFraud
TXN000023,CUST0499,MERCH0037,2024-10-06 17:43:09.308514,45266.18,Wallet,0
TXN000024,CUST0540,MERCH0037,2024-10-09 17:43:09.308522,10112.12,Net Banking,0
TXN000025,CUST0563,MERCH0229,2024-08-25 17:43:09.308531,49480.39,Credit Card,0
TXN000026,CUST0491,MERCH0131,2024-11-06 17:43:09.308540,464.79,Wallet,1
TXN000027,CUST0442,MERCH0191,2025-05-24 17:43:09.308549,13247.82,UPI,0
TXN000028,CUST0261,MERCH0035,2024-07-25 17:43:09.308559,10073.03,Debit Card,0
TXN000029,CUST0350,MERCH0180,2024-12-13 17:43:09.308568,798.27,Debit Card,0
TXN000030,CUST0352,MERCH0215,2025-06-03 17:43:09.308576,36645.16,Credit Card,0
TXN000031,CUST0520,MERCH0124,2024-12-08 17:43:09.308585,34701.95,Debit Card,0
TXN000032,CUST0320,MERCH0156,2024-09-28 17:43:09.308594,39638.31,Debit Card,0
TXN000033,CUST0138,MERCH0222,2025-05-23 17:43:09.308603,12909.26,Credit Card,0
TXN000034,CUST0550,MERCH0018,2024-11-17 17:43:09.308612,22272.32,Credit Card,0
TXN000035,CUST0368,MERCH0122,2024-07-11 17:43:09.308621,32989.76,Credit Card,0
TXN000036,CUST0220,MERCH0244,2024-09-24 17:43:09.308630,22044.45,UPI,0
TXN000037,CUST0337,MERCH0164,2025-06-10 17:43:09.308638,34896.56,Credit Card,0
TXN000038,CUST0223,MERCH0161,2024-12-22 17:43:09.308647,31735.27,Credit Card,0
TXN000039,CUST0360,MERCH0192,2024-10-14 17:43:09.308656,5820.93,Credit Card,0
TXN000040,CUST0329,MERCH0154,2025-02-06 17:43:09.308665,39074.05,Wallet,0
TXN000041,CUST0463,MERCH0048,2025-02-12 17:43:09.308674,36061.75,Wallet,0
TXN000042,CUST0561,MERCH0168,2024-08-25 17:43:09.308684,32826.14,UPI,0
TXN000043,CUST0382,MERCH0017,2025-04-10 17:43:09.308693,7839.17,UPI,0
TXN000044,CUST0590,MERCH0168,2024-09-09 17:43:09.308702,13473.02,Debit Card,0
TXN000045,CUST0169,MERCH0135,2025-04-27 17:43:09.308711,19719.53,Wallet,0
TXN000046,CUST0217,MERCH0057,2025-02-19 17:43:09.308720,14068.49,UPI,0
TXN000047,CUST0378,MERCH0008,2024-07-22 17:43:09.308729,11467.73,UPI,0
TXN000048,CUST0119,MERCH0128,2024-09-03 17:43:09.308739,40287.35,Debit Card,0
TXN000049,CUST0190,MERCH0117,2024-10-14 17:43:09.308747,31947.79,Credit Card,0
TXN000050,CUST0370,MERCH0056,2024-11-28 17:43:09.308756,28317.06,Net Banking,1
TXN000051,CUST0149,MERCH0126,2025-05-05 17:43:09.308764,11375.04,Debit Card,0
TXN000052,CUST0488,MERCH0159,2025-01-04 17:43:09.308773,45912.02,Net Banking,0
TXN000053,CUST0374,MERCH0059,2025-03-20 17:43:09.308782,9640.03,Debit Card,0
TXN000054,CUST0160,MERCH0058,2025-05-20 17:43:09.308792,39768.05,Debit Card,0
TXN000055,CUST0351,MERCH0140,2024-10-08 17:43:09.308800,48336.97,Credit Card,0
TXN000056,CUST0288,MERCH0176,2025-01-29 17:43:09.308809,36381.93,UPI,0
TXN000057,CUST0288,MERCH0159,2025-02-27 17:43:09.308818,49643.65,Wallet,0
TXN000058,CUST0226,MERCH0108,2025-01-01 17:43:09.308827,32587.45,Debit Card,0
TXN000059,CUST0523,MERCH0211,2024-08-31 17:43:09.308836,10951.27,Credit Card,0
TXN000060,CUST0522,MERCH0191,2024-08-02 17:43:09.308845,10270.59,Net Banking,0
TXN000061,CUST0273,MERCH0074,2025-02-28 17:43:09.308853,16295.76,UPI,1
TXN000062,CUST0402,MERCH0167,2025-04-17 17:43:09.308862,455.79,Debit Card,0
TXN000063,CUST0183,MERCH0204,2024-11-21 17:43:09.308870,34116.75,Net Banking,0
TXN000064,CUST0488,MERCH0148,2024-08-30 17:43:09.308880,13506.52,Debit Card,0
TXN000065,CUST0124,MERCH0101,2025-02-25 17:43:09.308889,40777.64,Wallet,0
TXN000066,CUST0414,MERCH0048,2024-10-27 17:43:09.308898,18022.72,Wallet,0
TXN000067,CUST0172,MERCH0233,2025-04-14 17:43:09.308907,24049.83,UPI,0
TXN000068,CUST0288,MERCH0071,2025-06-22 17:43:09.308915,48287.88,Net Banking,1
TXN000069,CUST0435,MERCH0116,2025-06-07 17:43:09.308923,12184.39,Wallet,0
TXN000070,CUST0113,MERCH0182,2024-12-20 17:43:09.308933,36090.58,Credit Card,0
TXN000071,CUST0122,MERCH0122,2024-11-15 17:43:09.308941,37780.38,UPI,0
TXN000072,CUST0544,MERCH0078,2025-03-17 17:43:09.308950,11127.81,Debit Card,0
TXN000073,CUST0222,MERCH0203,2024-07-19 17:43:09.308960,25099.74,Net Banking,0
TXN000074,CUST0039,MERCH0199,2025-03-21 17:43:09.308969,17575.08,Net Banking,0
TXN000075,CUST0497,MERCH0029,2024-08-14 17:43:09.308977,38618.12,Credit Card,0
TXN000076,CUST0233,MERCH0202,2024-06-30 17:43:09.308986,31161.92,Wallet,0
TXN000077,CUST0530,MERCH0093,2025-04-06 17:43:09.308995,23851.55,Net Banking,0
TXN000078,CUST0149,MERCH0073,2024-12-29 17:43:09.309004,38990.23,Credit Card,0
TXN000079,CUST0397,MERCH0100,2025-01-27 17:43:09.309014,11834.26,Credit Card,0
TXN000080,CUST0302,MERCH0176,2025-05-03 17:43:09.309022,37705.73,Debit Card,0
TXN000081,CUST0360,MERCH0074,2024-12-20 17:43:09.309031,43282.18,Credit Card,0
TXN000082,CUST0238,MERCH0211,2025-06-06 17:43:09.309040,43943.22,UPI,0
TXN000083,CUST0236,MERCH0184,2025-04-21 17:43:09.309049,39205.31,Net Banking,0
TXN000084,CUST0203,MERCH0095,2024-12-25 17:43:09.309057,20459.91,UPI,0
TXN000085,CUST0256,MERCH0017,2025-06-18 17:43:09.309066,49092.22,Credit Card,0
TXN000086,CUST0598,MERCH0137,2025-04-23 17:43:09.309075,19041.72,Credit Card,0
TXN000087,CUST0235,MERCH0237,2024-10-07 17:43:09.309084,31967.41,UPI,0
TXN000088,CUST0345,MERCH0097,2024-11-15 17:43:09.309093,8137.6,Debit Card,0
TXN000089,CUST0534,MERCH0162,2025-02-25 17:43:09.309102,49024.4,Credit Card,1
TXN000090,CUST0466,MERCH0173,2025-05-21 17:43:09.309110,35228.9,UPI,0
TXN000091,CUST0541,MERCH0216,2025-02-25 17:43:09.309119,37693.54,UPI,0
TXN000092,CUST0213,MERCH0009,2024-08-14 17:43:09.309128,3382.26,Net Banking,0
TXN000093,CUST0463,MERCH0135,2025-01-23 17:43:09.309137,38194.55,Debit Card,0
TXN000094,CUST0436,MERCH0144,2024-08-31 17:43:09.309147,38758.7,Wallet,0
TXN000095,CUST0283,MERCH0019,2024-08-11 17:43:09.309156,33621.46,UPI,0
TXN000096,CUST0562,MERCH0231,2025-04-22 17:43:09.309165,14666.29,Net Banking,0
TXN000097,CUST0463,MERCH0134,2025-02-15 17:43:09.309174,24535.53,Wallet,0
TXN000098,CUST0407,MERCH0114,2024-07-01 17:43:09.309183,5610.68,Net Banking,0
TXN000099,CUST0088,MERCH0243,2025-02-08 17:43:09.309191,23632.19,Net Banking,0
TXN000100,CUST0044,MERCH0139,2025-04-07 17:43:09.309200,12266.81,Debit Card,0
TXN000101,CUST0461,MERCH0125,2025-05-01 17:43:09.309209,17519.94,Credit Card,0
TXN000102,CUST0278,MERCH0204,2025-01-30 17:43:09.309217,8213.76,Debit Card,0
TXN000103,CUST0421,MERCH0061,2025-02-17 17:43:09.309226,11579.71,Wallet,0
TXN000104,CUST0353,MERCH0250,2025-04-20 17:43:09.309234,3920.78,Debit Card,0
TXN000105,CUST0515,MERCH0042,2024-07-18 17:43:09.309243,46003.08,Credit Card,0
TXN000106,CUST0019,MERCH0013,2024-10-21 17:43:09.309253,26567.49,Debit Card,0
TXN000107,CUST0023,MERCH0140,2024-08-12 17:43:09.309262,19897.42,Debit Card,0
TXN000108,CUST0413,MERCH0085,2025-01-02 17:43:09.309271,26797.96,Debit Card,0
TXN000109,CUST0030,MERCH0202,2025-04-17 17:43:09.309280,31451.83,UPI,0
TXN000110,CUST0108,MERCH0020,2025-06-11 17:43:09.309290,46101.75,UPI,0
TXN000111,CUST0367,MERCH0050,2024-08-03 17:43:09.309299,9016.78,Debit Card,0
TXN000112,CUST0281,MERCH0164,2025-01-19 17:43:09.309308,14848.07,Credit Card,0
TXN000113,CUST0128,MERCH0092,2025-04-19 17:43:09.309317,48791.89,Credit Card,0
TXN000114,CUST0229,MERCH0088,2025-03-07 17:43:09.309326,18622.53,Credit Card,0
TXN000115,CUST0111,MERCH0069,2024-11-08 17:43:09.309335,1225.83,Credit Card,0
TXN000116,CUST0136,MERCH0037,2025-06-07 17:43:09.309344,7467.41,Net Banking,0
TXN000117,CUST0362,MERCH0140,2025-02-13 17:43:09.309352,1414.3,Debit Card,0
TXN000118,CUST0186,MERCH0250,2024-10-08 17:43:09.309362,49497.16,Debit Card,0
TXN000119,CUST0584,MERCH0099,2025-03-09 17:43:09.309370,14015.66,Net Banking,0
TXN000120,CUST0129,MERCH0125,2024-10-25 17:43:09.309379,46184.78,Credit Card,0
TXN000121,CUST0261,MERCH0168,2024-09-18 17:43:09.309388,49794.73,Wallet,0
TXN000122,CUST0515,MERCH0054,2025-06-20 17:43:09.309397,30032.08,Wallet,0
TXN000123,CUST0449,MERCH0130,2024-09-17 17:43:09.309405,1756.5,Net Banking,0
TXN000124,CUST0104,MERCH0178,2024-12-03 17:43:09.309415,4171.42,Wallet,0
TXN000125,CUST0483,MERCH0041,2024-12-16 17:43:09.309424,24131.29,UPI,0
TXN000126,CUST0224,MERCH0045,2025-05-12 17:43:09.309433,20367.98,Debit Card,0
TXN000127,CUST0491,MERCH0103,2024-07-21 17:43:09.309442,30348.25,Wallet,0
TXN000128,CUST0473,MERCH0106,2024-10-29 17:43:09.309451,21998.51,UPI,0
TXN000129,CUST0010,MERCH0137,2025-06-18 17:43:09.309459,46710.43,Debit Card,0
TXN000130,CUST0405,MERCH0190,2024-09-12 17:43:09.309471,26783.51,UPI,0
TXN000131,CUST0302,MERCH0128,2025-02-17 17:43:09.309479,34716.93,Debit Card,0
TXN000132,CUST0231,MERCH0086,2024-10-01 17:43:09.309488,44834.62,Debit Card,0
TXN000133,CUST0066,MERCH0047,2024-08-30 17:43:09.309496,7428.91,Wallet,0
TXN000134,CUST0112,MERCH0005,2025-04-28 17:43:09.309505,11563.76,Net Banking,0
TXN000135,CUST0013,MERCH0204,2025-01-15 17:43:09.309514,5455.2,Wallet,0
TXN000136,CUST0393,MERCH0001,2025-06-15 17:43:09.309584,7067.96,Credit Card,0
TXN000137,CUST0500,MERCH0044,2024-09-29 17:43:09.309596,25677.94,UPI,0
TXN000138,CUST0598,MERCH0150,2024-12-02 17:43:09.309605,16126.85,Credit Card,1
TXN000139,CUST0234,MERCH0038,2024-10-25 17:43:09.309614,21216.32,Debit Card,0
TXN000140,CUST0314,MERCH0243,2025-02-15 17:43:09.309622,49126.24,Wallet,0
TXN000141,CUST0566,MERCH0019,2024-10-27 17:43:09.309631,7919.55,Credit Card,0
TXN000142,CUST0012,MERCH0208,2024-09-07 17:43:09.309640,27086.52,Credit Card,0
TXN000143,CUST0209,MERCH0159,2025-05-21 17:43:09.309650,5033.67,Credit Card,0
TXN000144,CUST0014,MERCH0115,2024-07-04 17:43:09.309659,15992.97,Debit Card,0
TXN000145,CUST0418,MERCH0195,2025-05-03 17:43:09.309668,26423.54,Debit Card,0
TXN000146,CUST0437,MERCH0087,2024-08-13 17:43:09.309689,47336.92,Debit Card,0
TXN000147,CUST0377,MERCH0170,2025-05-11 17:43:09.309697,19622.29,Credit Card,0
TXN000148,CUST0020,MERCH0123,2025-03-15 17:43:09.309706,3338.84,UPI,0
TXN000149,CUST0587,MERCH0082,2025-04-30 17:43:09.309715,19469.26,Wallet,0
TXN000150,CUST0070,MERCH0154,2025-04-12 17:43:09.309725,7372.48,Wallet,0
TXN000151,CUST0211,MERCH0141,2024-11-22 17:43:09.309734,11576.48,Debit Card,0
TXN000152,CUST0101,MERCH0058,2025-05-04 17:43:09.309742,30942.72,Credit Card,0
TXN000153,CUST0132,MERCH0146,2025-05-04 17:43:09.309750,3464.45,UPI,0
TXN000154,CUST0381,MERCH0067,2025-02-19 17:43:09.309759,23289.72,Net Banking,0
TXN000155,CUST0132,MERCH0122,2025-04-04 17:43:09.309768,30512.13,Debit Card,0
TXN000156,CUST0020,MERCH0087,2024-11-26 17:43:09.309776,21150.73,Net Banking,0
TXN000157,CUST0536,MERCH0131,2025-03-05 17:43:09.309785,1054.4,Wallet,0
TXN000158,CUST0227,MERCH0055,2024-08-18 17:43:09.309794,49277.42,Wallet,1
TXN000159,CUST0154,MERCH0089,2024-09-08 17:43:09.309802,18419.08,UPI,0
TXN000160,CUST0469,MERCH0219,2025-05-10 17:43:09.309811,38951.0,UPI,0
TXN000161,CUST0405,MERCH0058,2025-04-22 17:43:09.309848,16349.76,Net Banking,0
TXN000162,CUST0202,MERCH0236,2024-09-26 17:43:09.309858,23803.34,Wallet,0
TXN000163,CUST0038,MERCH0063,2025-02-19 17:43:09.309900,19484.34,UPI,0
TXN000164,CUST0188,MERCH0091,2025-05-30 17:43:09.309935,17192.71,UPI,0
TXN000165,CUST0057,MERCH0052,2024-07-20 17:43:09.309944,1190.38,Wallet,0
TXN000166,CUST0020,MERCH0231,2025-05-26 17:43:09.309954,18065.04,Wallet,0
TXN000167,CUST0273,MERCH0217,2025-03-01 17:43:09.309962,44485.55,Credit Card,0
TXN000168,CUST0119,MERCH0126,2024-12-30 17:43:09.309971,34550.63,UPI,0
TXN000169,CUST0583,MERCH0024,2025-01-28 17:43:09.309980,7356.6,Net Banking,0
TXN000170,CUST0516,MERCH0072,2025-02-15 17:43:09.309988,29598.63,Debit Card,0
TXN000171,CUST0221,MERCH0009,2024-08-05 17:43:09.309997,44622.32,Debit Card,0
TXN000172,CUST0526,MERCH0110,2024-12-25 17:43:09.310006,35031.7,Wallet,1
TXN000173,CUST0515,MERCH0165,2025-02-14 17:43:09.310014,7519.35,Net Banking,0
TXN000174,CUST0336,MERCH0094,2025-01-02 17:43:09.310025,43404.84,Credit Card,0
TXN000175,CUST0055,MERCH0117,2025-06-06 17:43:09.310034,15147.05,UPI,0
TXN000176,CUST0500,MERCH0083,2024-10-30 17:43:09.310043,22758.4,Credit Card,0
TXN000177,CUST0536,MERCH0181,2025-04-12 17:43:09.310052,26354.52,Net Banking,0
TXN000178,CUST0162,MERCH0080,2024-12-06 17:43:09.310061,42540.28,Credit Card,0
TXN000179,CUST0594,MERCH0152,2025-06-24 17:43:09.310087,46587.21,Wallet,0
TXN000180,CUST0159,MERCH0236,2024-08-04 17:43:09.310096,46489.68,Debit Card,0
TXN000181,CUST0188,MERCH0149,2025-01-14 17:43:09.310105,496.91,Wallet,0
TXN000182,CUST0060,MERCH0100,2025-02-20 17:43:09.310114,46102.24,UPI,0
TXN000183,CUST0319,MERCH0040,2025-05-14 17:43:09.310122,2813.91,Wallet,0
TXN000184,CUST0211,MERCH0103,2024-11-22 17:43:09.310132,13362.11,Net Banking,0
TXN000185,CUST0406,MERCH0239,2024-11-05 17:43:09.310140,25797.89,Net Banking,0
TXN000186,CUST0109,MERCH0062,2025-02-12 17:43:09.310149,24048.29,UPI,0
TXN000187,CUST0076,MERCH0198,2025-01-11 17:43:09.310158,30275.02,UPI,0
TXN000188,CUST0542,MERCH0069,2024-11-03 17:43:09.310167,24024.37,Debit Card,0
TXN000189,CUST0314,MERCH0142,2025-03-27 17:43:09.310175,46725.35,Credit Card,0
TXN000190,CUST0117,MERCH0245,2025-06-23 17:43:09.310183,12103.39,Debit Card,0
TXN000191,CUST0019,MERCH0109,2025-01-23 17:43:09.310192,13773.83,Wallet,0
TXN000192,CUST0432,MERCH0170,2024-10-26 17:43:09.310200,46044.82,Credit Card,0
TXN000193,CUST0350,MERCH0178,2024-07-03 17:43:09.310209,3929.3,UPI,0
TXN000194,CUST0183,MERCH0189,2025-04-08 17:43:09.310218,30517.09,Net Banking,0
TXN000195,CUST0113,MERCH0004,2024-10-24 17:43:09.310226,34118.62,Wallet,0
TXN000196,CUST0183,MERCH0072,2024-07-20 17:43:09.310235,25326.53,Debit Card,0
TXN000197,CUST0481,MERCH0216,2025-02-11 17:43:09.310243,34742.17,UPI,0
TXN000198,CUST0146,MERCH0203,2025-04-26 17:43:09.310252,8720.46,Credit Card,0
TXN000199,CUST0113,MERCH0017,2024-08-25 17:43:09.310260,42646.35,Credit Card,0
TXN000200,CUST0476,MERCH0114,2025-03-04 17:43:09.310269,7087.28,Net Banking,1
TXN000201,CUST0303,MERCH0085,2025-03-07 17:43:09.310278,20100.54,UPI,0
TXN000202,CUST0118,MERCH0057,2025-05-28 17:43:09.310288,3855.35,UPI,0
TXN000203,CUST0161,MERCH0218,2025-06-21 17:43:09.310297,27306.03,Wallet,0
TXN000204,CUST0401,MERCH0107,2025-06-25 17:43:09.310305,33520.32,Wallet,0
TXN000205,CUST0198,MERCH0048,2024-08-25 17:43:09.310313,47066.96,Credit Card,0
TXN000206,CUST0260,MERCH0172,2024-10-28 17:43:09.310322,36992.88,Debit Card,0
TXN000207,CUST0047,MERCH0173,2025-05-03 17:43:09.310359,27101.04,Credit Card,0
TXN000208,CUST0399,MERCH0219,2025-04-16 17:43:09.310369,46637.59,Wallet,0
TXN000209,CUST0559,MERCH0208,2025-06-18 17:43:09.310377,23974.0,Wallet,0
TXN000210,CUST0078,MERCH0247,2025-04-28 17:43:09.310385,28104.16,Wallet,0
TXN000211,CUST0124,MERCH0218,2025-05-09 17:43:09.310394,29845.32,Credit Card,0
TXN000212,CUST0075,MERCH0117,2025-02-26 17:43:09.310402,20557.99,UPI,0
TXN000213,CUST0137,MERCH0161,2025-01-04 17:43:09.310411,41940.29,Debit Card,0
TXN000214,CUST0400,MERCH0031,2025-06-27 17:43:09.310420,9340.28,Debit Card,0
TXN000215,CUST0505,MERCH0112,2025-05-21 17:43:09.310429,27786.63,Wallet,0
TXN000216,CUST0500,MERCH0047,2024-12-20 17:43:09.310438,36139.44,Net Banking,0
TXN000217,CUST0573,MERCH0134,2025-04-10 17:43:09.310446,45208.41,Credit Card,0
TXN000218,CUST0138,MERCH0108,2024-07-18 17:43:09.310455,44207.53,UPI,0
TXN000219,CUST0050,MERCH0072,2024-07-25 17:43:09.310464,25486.14,Wallet,0
TXN000220,CUST0254,MERCH0071,2024-12-20 17:43:09.310473,32193.76,Net Banking,0
TXN000221,CUST0563,MERCH0162,2024-12-26 17:43:09.310482,19772.46,Wallet,0
TXN000222,CUST0426,MERCH0108,2025-04-22 17:43:09.310490,23462.07,Net Banking,0
TXN000223,CUST0547,MERCH0053,2025-06-11 17:43:09.310499,45322.66,Debit Card,0
TXN000224,CUST0302,MERCH0142,2024-08-16 17:43:09.310507,46542.13,Net Banking,0
TXN000225,CUST0581,MERCH0016,2024-09-05 17:43:09.310516,44781.16,Debit Card,0
TXN000226,CUST0349,MERCH0171,2024-12-01 17:43:09.310525,7004.71,Debit Card,0
TXN000227,CUST0049,MERCH0116,2024-07-18 17:43:09.310534,42519.19,Credit Card,0
TXN000228,CUST0074,MERCH0073,2025-05-18 17:43:09.310543,47423.35,Net Banking,0
TXN000229,CUST0261,MERCH0074,2025-03-05 17:43:09.310552,18126.36,UPI,0
TXN000230,CUST0356,MERCH0081,2025-03-20 17:43:09.310561,25980.45,UPI,0
TXN000231,CUST0582,MERCH0012,2024-07-18 17:43:09.310578,38976.85,Net Banking,0
TXN000232,CUST0260,MERCH0128,2024-07-14 17:43:09.310587,28147.7,Credit Card,0
TXN000233,CUST0295,MERCH0070,2025-02-09 17:43:09.310596,49674.83,UPI,0
TXN000234,CUST0313,MERCH0147,2024-08-16 17:43:09.310606,22840.1,Wallet,0
TXN000235,CUST0182,MERCH0235,2024-08-08 17:43:09.310615,35725.74,UPI,0
TXN000236,CUST0364,MERCH0041,2024-07-29 17:43:09.310624,39650.3,Credit Card,0
TXN000237,CUST0188,MERCH0181,2024-08-30 17:43:09.310633,24755.61,Debit Card,0
TXN000238,CUST0569,MERCH0157,2024-09-07 17:43:09.310641,42863.49,Debit Card,0
TXN000239,CUST0543,MERCH0198,2025-06-11 17:43:09.310650,27353.11,Debit Card,0
TXN000240,CUST0596,MERCH0059,2024-08-10 17:43:09.310658,20641.37,Credit Card,0
TXN000241,CUST0548,MERCH0089,2024-09-09 17:43:09.310667,5480.4,Debit Card,0
TXN000242,CUST0408,MERCH0249,2025-04-15 17:43:09.310676,19731.34,Debit Card,0
TXN000243,CUST0414,MERCH0192,2024-10-08 17:43:09.310701,36723.43,Credit Card,0
TXN000244,CUST0342,MERCH0024,2025-06-12 17:43:09.310710,46072.19,Wallet,0
TXN000245,CUST0220,MERCH0217,2025-06-14 17:43:09.310719,12658.8,UPI,0
TXN000246,CUST0163,MERCH0144,2024-07-27 17:43:09.310727,17826.25,Credit Card,0
TXN000247,CUST0220,MERCH0180,2024-09-20 17:43:09.310736,7782.65,Credit Card,0
TXN000248,CUST0270,MERCH0080,2024-07-02 17:43:09.310745,34567.07,Net Banking,0
TXN000249,CUST0400,MERCH0134,2025-06-24 17:43:09.310753,48013.4,Debit Card,0
TXN000250,CUST0182,MERCH0165,2025-02-21 17:43:09.310762,32083.52,Wallet,0
TXN000251,CUST0205,MERCH0213,2024-08-20 17:43:09.310771,30892.12,Net Banking,0
TXN000252,CUST0582,MERCH0132,2025-06-22 17:43:09.310780,27719.15,Wallet,0
TXN000253,CUST0556,MERCH0226,2025-02-19 17:43:09.310789,4513.94,Debit Card,0
TXN000254,CUST0228,MERCH0092,2024-11-08 17:43:09.310797,36502.24,Debit Card,0
TXN000255,CUST0596,MERCH0166,2024-08-19 17:43:09.310806,30142.27,Debit Card,0
TXN000256,CUST0250,MERCH0169,2024-12-15 17:43:09.310816,33107.69,UPI,0
TXN000257,CUST0441,MERCH0092,2025-04-24 17:43:09.310825,44950.67,Wallet,0
TXN000258,CUST0533,MERCH0081,2024-08-11 17:43:09.310834,39219.64,Wallet,0
TXN000259,CUST0196,MERCH0142,2025-03-17 17:43:09.310881,39067.67,Net Banking,0
TXN000260,CUST0519,MERCH0071,2024-09-24 17:43:09.310892,46366.47,Credit Card,0
TXN000261,CUST0070,MERCH0214,2025-01-21 17:43:09.310901,49497.75,Debit Card,0
TXN000262,CUST0399,MERCH0179,2024-11-16 17:43:09.310911,29106.01,Debit Card,0
TXN000263,CUST0203,MERCH0065,2024-09-12 17:43:09.310920,5533.19,Net Banking,0
TXN000264,CUST0148,MERCH0221,2024-09-23 17:43:09.310928,23010.58,Wallet,0
TXN000265,CUST0472,MERCH0052,2024-12-28 17:43:09.310937,39401.3,UPI,0
TXN000266,CUST0199,MERCH0223,2025-06-24 17:43:09.310946,1483.49,Wallet,0
TXN000267,CUST0426,MERCH0030,2024-11-25 17:43:09.310955,2938.68,UPI,0
TXN000268,CUST0492,MERCH0185,2024-11-23 17:43:09.310964,3451.17,UPI,0
TXN000269,CUST0142,MERCH0207,2024-12-01 17:43:09.310972,36578.68,Wallet,0
TXN000270,CUST0313,MERCH0210,2025-04-15 17:43:09.310995,25108.21,Debit Card,0
TXN000271,CUST0165,MERCH0099,2024-11-13 17:43:09.311004,18508.01,UPI,0
TXN000272,CUST0314,MERCH0242,2025-03-27 17:43:09.311013,5370.29,Net Banking,0
TXN000273,CUST0021,MERCH0158,2025-04-24 17:43:09.311022,36638.79,Net Banking,0
TXN000274,CUST0082,MERCH0098,2024-08-11 17:43:09.311030,16118.89,UPI,0
TXN000275,CUST0581,MERCH0042,2025-06-18 17:43:09.311039,13339.67,Debit Card,0
TXN000276,CUST0131,MERCH0139,2024-08-29 17:43:09.311048,32650.73,UPI,0
TXN000277,CUST0599,MERCH0027,2024-08-10 17:43:09.311057,27994.64,Net Banking,0
TXN000278,CUST0305,MERCH0152,2024-08-27 17:43:09.311066,18184.29,Net Banking,0
TXN000279,CUST0371,MERCH0227,2024-09-23 17:43:09.311075,32110.22,Wallet,0
TXN000280,CUST0384,MERCH0167,2025-04-03 17:43:09.311115,13633.95,Debit Card,0
TXN000281,CUST0445,MERCH0072,2025-06-02 17:43:09.311124,39762.03,Wallet,0
TXN000282,CUST0425,MERCH0243,2024-11-22 17:43:09.311133,11543.02,Credit Card,0
TXN000283,CUST0161,MERCH0018,2025-03-25 17:43:09.311142,8026.0,UPI,0
TXN000284,CUST0178,MERCH0077,2024-10-27 17:43:09.311151,39143.73,Wallet,0
TXN000285,CUST0490,MERCH0045,2025-03-13 17:43:09.311159,35423.81,Debit Card,0
TXN000286,CUST0327,MERCH0216,2024-10-23 17:43:09.311168,9213.68,UPI,0
TXN000287,CUST0598,MERCH0115,2025-06-14 17:43:09.311176,5900.66,UPI,0
TXN000288,CUST0289,MERCH0087,2025-01-18 17:43:09.311185,41936.11,UPI,0
TXN000289,CUST0593,MERCH0140,2025-04-18 17:43:09.311194,38852.26,UPI,0
TXN000290,CUST0573,MERCH0177,2025-01-27 17:43:09.311203,16430.14,UPI,0
TXN000291,CUST0573,MERCH0222,2025-04-14 17:43:09.311211,32944.05,Debit Card,0
TXN000292,CUST0354,MERCH0159,2024-11-25 17:43:09.311220,6295.59,Credit Card,0
TXN000293,CUST0028,MERCH0092,2025-05-08 17:43:09.311229,25401.68,Net Banking,0
